Idade,Renda_Mensal,Gasto_Internet,Regiao,Genero,Plano_Atual,Motivo_Troca,Ocupacao
43.0,7662.0,263.0,Nordeste,Feminino,Basico,Atendimento Ruim,Desempregado
43.0,10461.0,267.0,Nordeste,Desconhecido,Nao especificado,Atendimento Ruim,Autônomo
23.0,7974.0,263.0,Nordeste,Feminino,Nao especificado,Preco Alto,Desempregado
37.0,3954.0,224.0,Sudeste,Masculino,Intermediario,Atendimento Ruim,Professor
32.0,7662.0,263.0,Desconhecido,Masculino,Nao especificado,Atendimento Ruim,Professor
69.0,2699.0,473.0,Sudeste,Feminino,Basico,Preco Alto,Professor
19.0,8403.0,306.0,Norte,Desconhecido,Premium,Cobertura Ruim,Professor
43.0,7662.0,226.0,Desconhecido,Desconhecido,Intermediario,Atendimento Ruim,Desempregado
43.0,10767.0,137.0,Desconhecido,Outro,Premium,Cobertura Ruim,Desempregado
59.0,3290.0,263.0,Sudeste,Masculino,Basico,Preco Alto,Desempregado
35.0,8514.0,255.0,Sudeste,Feminino,Intermediario,Atendimento Ruim,Autônomo
29.0,2957.0,102.0,Centro-Oeste,Desconhecido,Intermediario,Preco Alto,Autônomo
43.0,7662.0,263.0,Nordeste,Masculino,Premium,Atendimento Ruim,Desempregado
43.0,5781.0,263.0,Sudeste,Masculino,Basico,Preco Alto,Professor
42.0,13823.0,235.0,Nordeste,Feminino,Nao especificado,Cobertura Ruim,Professor
25.0,7662.0,263.0,Nordeste,Desconhecido,Intermediario,Cobertura Ruim,Autônomo
43.0,18405.0,153.0,Norte,Feminino,Premium,Preco Alto,Professor
43.0,18020.0,216.0,Sul,Desconhecido,Nao especificado,Cobertura Ruim,Autônomo
26.0,13026.0,223.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Professor
43.0,14182.0,52.0,Nordeste,Masculino,Basico,Cobertura Ruim,Desempregado
43.0,10488.0,420.0,Nordeste,Feminino,Basico,Cobertura Ruim,Professor
46.0,7662.0,263.0,Centro-Oeste,Masculino,Intermediario,Cobertura Ruim,Professor
43.0,10292.0,326.0,Sudeste,Desconhecido,Premium,Atendimento Ruim,Professor
66.0,5273.0,448.0,Sul,Masculino,Basico,Atendimento Ruim,Professor
27.0,7662.0,195.0,Desconhecido,Desconhecido,Premium,Cobertura Ruim,Professor
50.0,9215.0,263.0,Norte,Masculino,Basico,Atendimento Ruim,Professor
38.0,7662.0,103.0,Nordeste,Masculino,Basico,Atendimento Ruim,Autônomo
43.0,6469.0,294.0,Desconhecido,Feminino,Basico,Preco Alto,Autônomo
43.0,3129.0,264.0,Desconhecido,Feminino,Premium,Cobertura Ruim,Professor
31.0,7145.0,402.0,Nordeste,Feminino,Intermediario,Cobertura Ruim,Professor
41.0,19067.0,259.0,Sudeste,Feminino,Nao especificado,Preco Alto,Professor
18.0,4034.0,263.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Autônomo
41.0,11100.0,402.0,Desconhecido,Masculino,Premium,Atendimento Ruim,Professor
20.0,7662.0,251.0,Desconhecido,Masculino,Premium,Cobertura Ruim,Desempregado
32.0,6091.0,263.0,Sudeste,Masculino,Nao especificado,Cobertura Ruim,Professor
36.0,17157.0,276.0,Sul,Feminino,Basico,Cobertura Ruim,Professor
37.0,7662.0,140.0,Desconhecido,Feminino,Premium,Cobertura Ruim,Desempregado
22.0,5619.0,263.0,Nordeste,Masculino,Premium,Preco Alto,Autônomo
43.0,2569.0,263.0,Nordeste,Masculino,Premium,Cobertura Ruim,Autônomo
52.0,3584.0,248.0,Sul,Feminino,Premium,Preco Alto,Autônomo
20.0,5958.0,70.0,Sul,Desconhecido,Intermediario,Cobertura Ruim,Autônomo
56.0,7662.0,73.0,Desconhecido,Feminino,Nao especificado,Preco Alto,Professor
68.0,7662.0,219.0,Sul,Feminino,Premium,Preco Alto,Autônomo
18.0,18146.0,354.0,Desconhecido,Desconhecido,Premium,Cobertura Ruim,Desempregado
29.0,3619.0,213.0,Sudeste,Desconhecido,Intermediario,Preco Alto,Professor
45.0,19235.0,263.0,Sudeste,Desconhecido,Nao especificado,Cobertura Ruim,Professor
43.0,5043.0,422.0,Nordeste,Masculino,Nao especificado,Cobertura Ruim,Autônomo
43.0,10695.0,484.0,Desconhecido,Feminino,Premium,Preco Alto,Desempregado
35.0,2203.0,218.0,Desconhecido,Feminino,Nao especificado,Atendimento Ruim,Desempregado
34.0,5120.0,106.0,Desconhecido,Desconhecido,Nao especificado,Cobertura Ruim,Professor
18.0,3992.0,201.0,Nordeste,Masculino,Nao especificado,Cobertura Ruim,Autônomo
33.0,1363.0,397.0,Norte,Feminino,Intermediario,Cobertura Ruim,Desempregado
30.0,3307.0,278.0,Sudeste,Masculino,Basico,Preco Alto,Professor
43.0,7662.0,229.0,Sudeste,Feminino,Intermediario,Preco Alto,Professor
26.0,6264.0,214.0,Sudeste,Feminino,Nao especificado,Atendimento Ruim,Professor
47.0,12964.0,139.0,Nordeste,Desconhecido,Premium,Atendimento Ruim,Desempregado
31.0,7662.0,263.0,Norte,Feminino,Basico,Cobertura Ruim,Desempregado
60.0,7662.0,263.0,Nordeste,Feminino,Nao especificado,Cobertura Ruim,Professor
33.0,16628.0,263.0,Centro-Oeste,Feminino,Intermediario,Cobertura Ruim,Professor
43.0,15431.0,263.0,Sul,Desconhecido,Nao especificado,Cobertura Ruim,Autônomo
21.0,7001.0,447.0,Sudeste,Desconhecido,Nao especificado,Atendimento Ruim,Professor
55.0,5234.0,261.0,Centro-Oeste,Feminino,Premium,Atendimento Ruim,Autônomo
43.0,7689.0,236.0,Desconhecido,Feminino,Intermediario,Cobertura Ruim,Desempregado
43.0,7662.0,263.0,Sudeste,Feminino,Basico,Atendimento Ruim,Autônomo
31.0,5291.0,162.0,Nordeste,Desconhecido,Basico,Preco Alto,Autônomo
70.0,8334.0,263.0,Sul,Masculino,Basico,Atendimento Ruim,Professor
59.0,7662.0,263.0,Sudeste,Feminino,Nao especificado,Cobertura Ruim,Autônomo
36.0,7662.0,80.0,Nordeste,Masculino,Intermediario,Cobertura Ruim,Professor
45.0,13560.0,227.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Professor
39.0,3638.0,331.0,Sudeste,Masculino,Basico,Cobertura Ruim,Professor
43.0,3083.0,403.0,Sudeste,Feminino,Intermediario,Preco Alto,Autônomo
43.0,4963.0,290.0,Sul,Masculino,Basico,Cobertura Ruim,Desempregado
54.0,6025.0,263.0,Sul,Feminino,Basico,Preco Alto,Professor
39.0,5486.0,414.0,Nordeste,Masculino,Intermediario,Atendimento Ruim,Desempregado
61.0,7662.0,383.0,Centro-Oeste,Feminino,Nao especificado,Preco Alto,Autônomo
45.0,3094.0,263.0,Desconhecido,Masculino,Intermediario,Cobertura Ruim,Professor
21.0,3417.0,263.0,Sudeste,Feminino,Basico,Atendimento Ruim,Autônomo
32.0,4310.0,192.0,Nordeste,Feminino,Intermediario,Atendimento Ruim,Desempregado
41.0,7662.0,289.0,Desconhecido,Desconhecido,Intermediario,Cobertura Ruim,Professor
24.0,5579.0,242.0,Sul,Desconhecido,Premium,Preco Alto,Professor
46.0,14708.0,263.0,Nordeste,Masculino,Intermediario,Atendimento Ruim,Autônomo
43.0,7984.0,167.0,Sul,Masculino,Basico,Preco Alto,Desempregado
29.0,19980.0,284.0,Nordeste,Masculino,Intermediario,Atendimento Ruim,Professor
43.0,8856.0,263.0,Sudeste,Masculino,Intermediario,Atendimento Ruim,Desempregado
70.0,6376.0,287.0,Centro-Oeste,Feminino,Intermediario,Cobertura Ruim,Desempregado
45.0,7662.0,103.0,Desconhecido,Masculino,Intermediario,Atendimento Ruim,Professor
43.0,19980.0,461.0,Sudeste,Desconhecido,Basico,Preco Alto,Autônomo
58.0,4057.0,54.0,Sudeste,Masculino,Basico,Preco Alto,Professor
52.0,4929.0,263.0,Centro-Oeste,Feminino,Intermediario,Atendimento Ruim,Professor
43.0,16990.0,379.0,Sul,Feminino,Premium,Cobertura Ruim,Autônomo
39.0,7662.0,124.0,Centro-Oeste,Desconhecido,Basico,Cobertura Ruim,Professor
43.0,16097.0,184.0,Sudeste,Desconhecido,Nao especificado,Preco Alto,Desempregado
43.0,6607.0,263.0,Sudeste,Feminino,Premium,Cobertura Ruim,Professor
18.0,17835.0,454.0,Nordeste,Desconhecido,Intermediario,Atendimento Ruim,Desempregado
55.0,2569.0,263.0,Desconhecido,Feminino,Basico,Preco Alto,Autônomo
29.0,7662.0,117.0,Nordeste,Feminino,Basico,Preco Alto,Professor
43.0,18408.0,233.0,Nordeste,Masculino,Basico,Preco Alto,Desempregado
34.0,7662.0,156.0,Sul,Feminino,Basico,Atendimento Ruim,Desempregado
27.0,4843.0,197.0,Sul,Desconhecido,Premium,Cobertura Ruim,Professor
62.0,7662.0,491.0,Nordeste,Feminino,Intermediario,Cobertura Ruim,Professor
43.0,5057.0,492.0,Sudeste,Desconhecido,Premium,Cobertura Ruim,Autônomo
61.0,2734.0,257.0,Centro-Oeste,Masculino,Premium,Cobertura Ruim,Autônomo
43.0,12829.0,167.0,Desconhecido,Feminino,Intermediario,Preco Alto,Professor
44.0,7662.0,280.0,Sudeste,Masculino,Basico,Preco Alto,Professor
43.0,7662.0,210.0,Sul,Masculino,Intermediario,Preco Alto,Professor
43.0,8632.0,464.0,Nordeste,Feminino,Nao especificado,Preco Alto,Autônomo
43.0,10379.0,406.0,Sul,Masculino,Basico,Preco Alto,Professor
45.0,1967.0,263.0,Desconhecido,Feminino,Premium,Preco Alto,Desempregado
68.0,7662.0,64.0,Sul,Feminino,Premium,Cobertura Ruim,Desempregado
64.0,17010.0,499.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Professor
25.0,2781.0,337.0,Desconhecido,Feminino,Intermediario,Atendimento Ruim,Desempregado
20.0,9447.0,242.0,Desconhecido,Masculino,Intermediario,Cobertura Ruim,Autônomo
51.0,18822.0,200.0,Nordeste,Masculino,Intermediario,Preco Alto,Professor
20.0,7811.0,263.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Professor
21.0,3092.0,158.0,Nordeste,Feminino,Basico,Cobertura Ruim,Desempregado
27.0,6309.0,54.0,Sudeste,Masculino,Basico,Preco Alto,Professor
43.0,10465.0,296.0,Nordeste,Feminino,Basico,Atendimento Ruim,Desempregado
40.0,13986.0,326.0,Sudeste,Masculino,Basico,Atendimento Ruim,Professor
43.0,10032.0,380.0,Sudeste,Masculino,Premium,Cobertura Ruim,Desempregado
70.0,1755.0,263.0,Norte,Masculino,Intermediario,Cobertura Ruim,Professor
38.0,3134.0,124.0,Desconhecido,Masculino,Basico,Preco Alto,Professor
32.0,6034.0,320.0,Sudeste,Desconhecido,Intermediario,Cobertura Ruim,Autônomo
46.0,12537.0,263.0,Desconhecido,Desconhecido,Basico,Preco Alto,Desempregado
30.0,7662.0,436.0,Centro-Oeste,Feminino,Nao especificado,Preco Alto,Desempregado
43.0,7662.0,276.0,Sudeste,Desconhecido,Premium,Atendimento Ruim,Professor
32.0,14849.0,248.0,Sul,Feminino,Basico,Cobertura Ruim,Autônomo
43.0,9986.0,262.0,Sudeste,Masculino,Basico,Atendimento Ruim,Desempregado
39.0,17138.0,388.0,Norte,Feminino,Basico,Preco Alto,Desempregado
59.0,6616.0,263.0,Sudeste,Feminino,Premium,Preco Alto,Professor
50.0,7662.0,458.0,Nordeste,Masculino,Premium,Preco Alto,Desempregado
43.0,7662.0,353.0,Sudeste,Feminino,Nao especificado,Atendimento Ruim,Professor
49.0,7662.0,263.0,Norte,Masculino,Premium,Cobertura Ruim,Desempregado
43.0,13714.0,263.0,Desconhecido,Desconhecido,Basico,Preco Alto,Professor
50.0,12981.0,180.0,Sul,Masculino,Intermediario,Cobertura Ruim,Desempregado
58.0,5017.0,290.0,Desconhecido,Desconhecido,Intermediario,Atendimento Ruim,Desempregado
64.0,10770.0,261.0,Norte,Desconhecido,Premium,Cobertura Ruim,Professor
33.0,5612.0,277.0,Sudeste,Feminino,Intermediario,Preco Alto,Desempregado
29.0,15795.0,86.0,Sul,Desconhecido,Nao especificado,Preco Alto,Professor
20.0,2018.0,263.0,Sudeste,Desconhecido,Intermediario,Preco Alto,Autônomo
37.0,1798.0,477.0,Sul,Feminino,Intermediario,Cobertura Ruim,Desempregado
61.0,7662.0,338.0,Sul,Feminino,Intermediario,Preco Alto,Autônomo
22.0,3886.0,190.0,Sudeste,Feminino,Premium,Cobertura Ruim,Desempregado
45.0,1797.0,390.0,Sudeste,Feminino,Premium,Cobertura Ruim,Professor
52.0,2228.0,361.0,Centro-Oeste,Feminino,Basico,Preco Alto,Professor
61.0,1324.0,263.0,Sudeste,Feminino,Basico,Cobertura Ruim,Desempregado
47.0,2585.0,163.0,Nordeste,Desconhecido,Nao especificado,Cobertura Ruim,Professor
43.0,7662.0,173.0,Desconhecido,Masculino,Nao especificado,Preco Alto,Autônomo
68.0,2003.0,293.0,Norte,Masculino,Basico,Cobertura Ruim,Professor
23.0,17665.0,149.0,Centro-Oeste,Desconhecido,Intermediario,Preco Alto,Autônomo
57.0,16725.0,358.0,Sudeste,Feminino,Basico,Preco Alto,Autônomo
23.0,3962.0,176.0,Nordeste,Outro,Basico,Cobertura Ruim,Autônomo
26.0,2227.0,263.0,Sudeste,Feminino,Premium,Cobertura Ruim,Desempregado
64.0,2658.0,263.0,Sudeste,Masculino,Basico,Preco Alto,Professor
43.0,8818.0,201.0,Norte,Feminino,Premium,Preco Alto,Professor
43.0,7662.0,114.0,Desconhecido,Desconhecido,Nao especificado,Cobertura Ruim,Autônomo
49.0,5321.0,263.0,Nordeste,Feminino,Basico,Preco Alto,Autônomo
41.0,5084.0,263.0,Centro-Oeste,Desconhecido,Nao especificado,Cobertura Ruim,Autônomo
21.0,8118.0,155.0,Desconhecido,Feminino,Intermediario,Preco Alto,Professor
54.0,5195.0,275.0,Sudeste,Outro,Basico,Preco Alto,Desempregado
56.0,18335.0,497.0,Desconhecido,Masculino,Nao especificado,Atendimento Ruim,Professor
43.0,6172.0,103.0,Sudeste,Desconhecido,Intermediario,Preco Alto,Professor
45.0,7662.0,263.0,Desconhecido,Feminino,Intermediario,Atendimento Ruim,Desempregado
51.0,7662.0,277.0,Nordeste,Masculino,Intermediario,Cobertura Ruim,Professor
40.0,10660.0,263.0,Sudeste,Masculino,Basico,Cobertura Ruim,Desempregado
35.0,7662.0,64.0,Nordeste,Masculino,Basico,Atendimento Ruim,Desempregado
39.0,7662.0,362.0,Sudeste,Feminino,Basico,Atendimento Ruim,Professor
43.0,4817.0,154.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Autônomo
27.0,5224.0,263.0,Sudeste,Feminino,Basico,Preco Alto,Desempregado
32.0,10511.0,341.0,Desconhecido,Desconhecido,Basico,Cobertura Ruim,Desempregado
48.0,3535.0,252.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Desempregado
43.0,13224.0,408.0,Sul,Outro,Basico,Cobertura Ruim,Autônomo
18.0,5186.0,362.0,Centro-Oeste,Feminino,Premium,Cobertura Ruim,Desempregado
20.0,7512.0,263.0,Sudeste,Desconhecido,Intermediario,Preco Alto,Autônomo
43.0,11247.0,200.0,Sul,Feminino,Intermediario,Cobertura Ruim,Autônomo
43.0,7662.0,304.0,Nordeste,Desconhecido,Intermediario,Cobertura Ruim,Autônomo
21.0,11434.0,263.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Professor
61.0,19980.0,408.0,Nordeste,Masculino,Nao especificado,Cobertura Ruim,Professor
43.0,19074.0,274.0,Sudeste,Feminino,Premium,Cobertura Ruim,Desempregado
18.0,7140.0,263.0,Desconhecido,Desconhecido,Basico,Cobertura Ruim,Desempregado
33.0,5402.0,176.0,Norte,Desconhecido,Basico,Cobertura Ruim,Professor
37.0,5078.0,151.0,Sudeste,Feminino,Basico,Cobertura Ruim,Professor
35.0,1861.0,340.0,Sul,Masculino,Basico,Atendimento Ruim,Professor
43.0,12007.0,263.0,Sul,Masculino,Basico,Preco Alto,Professor
44.0,7662.0,186.0,Sul,Masculino,Basico,Preco Alto,Professor
39.0,7662.0,453.0,Sudeste,Feminino,Intermediario,Atendimento Ruim,Desempregado
43.0,3988.0,151.0,Nordeste,Feminino,Basico,Atendimento Ruim,Desempregado
43.0,7662.0,227.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Professor
20.0,13292.0,472.0,Sudeste,Masculino,Basico,Atendimento Ruim,Professor
50.0,16706.0,263.0,Desconhecido,Desconhecido,Basico,Cobertura Ruim,Professor
43.0,3304.0,248.0,Nordeste,Masculino,Premium,Cobertura Ruim,Professor
33.0,7662.0,263.0,Desconhecido,Feminino,Intermediario,Preco Alto,Autônomo
43.0,17635.0,453.0,Sudeste,Masculino,Basico,Atendimento Ruim,Autônomo
22.0,19058.0,364.0,Desconhecido,Desconhecido,Basico,Preco Alto,Desempregado
47.0,16264.0,443.0,Desconhecido,Masculino,Intermediario,Preco Alto,Desempregado
43.0,16898.0,76.0,Sudeste,Desconhecido,Basico,Preco Alto,Professor
45.0,9826.0,127.0,Centro-Oeste,Feminino,Basico,Cobertura Ruim,Professor
70.0,16077.0,263.0,Centro-Oeste,Feminino,Nao especificado,Cobertura Ruim,Desempregado
43.0,8182.0,373.0,Sudeste,Masculino,Basico,Cobertura Ruim,Professor
54.0,7662.0,298.0,Sudeste,Feminino,Basico,Cobertura Ruim,Professor
24.0,8907.0,263.0,Desconhecido,Desconhecido,Basico,Preco Alto,Desempregado
34.0,19907.0,427.0,Centro-Oeste,Masculino,Nao especificado,Cobertura Ruim,Desempregado
33.0,2643.0,279.0,Sudeste,Masculino,Premium,Atendimento Ruim,Professor
47.0,15070.0,473.0,Sudeste,Masculino,Nao especificado,Cobertura Ruim,Autônomo
43.0,7662.0,342.0,Nordeste,Masculino,Intermediario,Atendimento Ruim,Professor
49.0,5900.0,257.0,Sudeste,Desconhecido,Intermediario,Cobertura Ruim,Professor
52.0,7662.0,241.0,Nordeste,Desconhecido,Basico,Cobertura Ruim,Professor
20.0,5778.0,263.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Autônomo
49.0,19766.0,263.0,Nordeste,Feminino,Nao especificado,Cobertura Ruim,Professor
24.0,7662.0,406.0,Desconhecido,Feminino,Intermediario,Atendimento Ruim,Desempregado
42.0,11623.0,263.0,Desconhecido,Feminino,Basico,Preco Alto,Professor
54.0,7662.0,273.0,Nordeste,Feminino,Nao especificado,Preco Alto,Professor
53.0,18035.0,472.0,Nordeste,Feminino,Intermediario,Cobertura Ruim,Professor
34.0,15632.0,348.0,Desconhecido,Feminino,Nao especificado,Cobertura Ruim,Professor
33.0,6218.0,263.0,Desconhecido,Feminino,Nao especificado,Atendimento Ruim,Professor
40.0,5738.0,303.0,Nordeste,Desconhecido,Premium,Atendimento Ruim,Professor
29.0,7662.0,173.0,Nordeste,Masculino,Nao especificado,Cobertura Ruim,Desempregado
69.0,7662.0,263.0,Sudeste,Desconhecido,Basico,Atendimento Ruim,Desempregado
43.0,7662.0,392.0,Desconhecido,Masculino,Intermediario,Atendimento Ruim,Professor
66.0,19768.0,404.0,Sudeste,Masculino,Intermediario,Preco Alto,Professor
65.0,7662.0,320.0,Sul,Masculino,Basico,Cobertura Ruim,Autônomo
37.0,4717.0,388.0,Nordeste,Feminino,Nao especificado,Atendimento Ruim,Professor
18.0,7662.0,263.0,Sudeste,Desconhecido,Basico,Preco Alto,Desempregado
43.0,1516.0,281.0,Sudeste,Desconhecido,Nao especificado,Atendimento Ruim,Desempregado
31.0,6872.0,263.0,Sul,Masculino,Nao especificado,Atendimento Ruim,Desempregado
44.0,7662.0,263.0,Norte,Desconhecido,Basico,Preco Alto,Autônomo
24.0,1796.0,219.0,Nordeste,Desconhecido,Nao especificado,Preco Alto,Professor
70.0,3362.0,395.0,Sul,Desconhecido,Intermediario,Cobertura Ruim,Desempregado
22.0,4593.0,89.0,Nordeste,Masculino,Intermediario,Preco Alto,Desempregado
33.0,12905.0,479.0,Nordeste,Feminino,Basico,Preco Alto,Desempregado
43.0,18472.0,216.0,Sul,Desconhecido,Premium,Cobertura Ruim,Desempregado
43.0,7662.0,309.0,Desconhecido,Masculino,Intermediario,Cobertura Ruim,Professor
43.0,8909.0,338.0,Sudeste,Desconhecido,Basico,Preco Alto,Autônomo
42.0,8252.0,153.0,Desconhecido,Desconhecido,Premium,Atendimento Ruim,Autônomo
41.0,5767.0,409.0,Nordeste,Feminino,Intermediario,Cobertura Ruim,Autônomo
28.0,15631.0,288.0,Sudeste,Feminino,Basico,Cobertura Ruim,Desempregado
48.0,8353.0,212.0,Sul,Feminino,Basico,Atendimento Ruim,Autônomo
54.0,4237.0,423.0,Desconhecido,Feminino,Nao especificado,Cobertura Ruim,Professor
26.0,3055.0,307.0,Desconhecido,Feminino,Nao especificado,Preco Alto,Desempregado
43.0,19633.0,390.0,Sudeste,Feminino,Basico,Preco Alto,Desempregado
43.0,1541.0,497.0,Sudeste,Feminino,Basico,Preco Alto,Professor
29.0,18312.0,151.0,Sudeste,Masculino,Basico,Cobertura Ruim,Professor
50.0,4088.0,371.0,Sudeste,Desconhecido,Premium,Cobertura Ruim,Desempregado
43.0,11315.0,263.0,Desconhecido,Feminino,Premium,Cobertura Ruim,Professor
51.0,5143.0,436.0,Nordeste,Masculino,Nao especificado,Cobertura Ruim,Desempregado
43.0,16445.0,237.0,Sul,Feminino,Intermediario,Cobertura Ruim,Professor
20.0,7662.0,433.0,Desconhecido,Desconhecido,Premium,Cobertura Ruim,Autônomo
58.0,3108.0,314.0,Sul,Feminino,Basico,Cobertura Ruim,Desempregado
46.0,4741.0,263.0,Nordeste,Masculino,Basico,Preco Alto,Desempregado
54.0,5381.0,74.0,Sudeste,Feminino,Intermediario,Atendimento Ruim,Autônomo
25.0,17107.0,260.0,Sudeste,Feminino,Premium,Preco Alto,Autônomo
54.0,14085.0,390.0,Sudeste,Desconhecido,Intermediario,Atendimento Ruim,Professor
39.0,15678.0,229.0,Sudeste,Desconhecido,Premium,Atendimento Ruim,Professor
59.0,7662.0,424.0,Desconhecido,Masculino,Basico,Atendimento Ruim,Professor
48.0,9318.0,263.0,Nordeste,Masculino,Nao especificado,Preco Alto,Professor
43.0,19980.0,263.0,Sudeste,Masculino,Intermediario,Atendimento Ruim,Professor
30.0,14553.0,263.0,Nordeste,Masculino,Basico,Cobertura Ruim,Autônomo
43.0,2850.0,262.0,Nordeste,Desconhecido,Basico,Cobertura Ruim,Professor
46.0,11855.0,320.0,Desconhecido,Masculino,Intermediario,Preco Alto,Autônomo
43.0,13541.0,172.0,Centro-Oeste,Feminino,Basico,Cobertura Ruim,Autônomo
37.0,7662.0,202.0,Sudeste,Feminino,Basico,Cobertura Ruim,Autônomo
43.0,7662.0,260.0,Sudeste,Masculino,Basico,Cobertura Ruim,Autônomo
49.0,7662.0,426.0,Centro-Oeste,Masculino,Premium,Preco Alto,Autônomo
43.0,18423.0,263.0,Sudeste,Feminino,Basico,Cobertura Ruim,Desempregado
55.0,7662.0,387.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Autônomo
26.0,6125.0,290.0,Desconhecido,Feminino,Intermediario,Cobertura Ruim,Desempregado
45.0,7662.0,265.0,Sul,Masculino,Basico,Atendimento Ruim,Desempregado
44.0,12120.0,437.0,Sul,Feminino,Intermediario,Cobertura Ruim,Professor
43.0,19203.0,141.0,Norte,Masculino,Intermediario,Cobertura Ruim,Professor
40.0,2497.0,263.0,Sudeste,Feminino,Basico,Cobertura Ruim,Professor
44.0,7662.0,425.0,Nordeste,Masculino,Basico,Cobertura Ruim,Professor
35.0,2362.0,211.0,Sudeste,Feminino,Basico,Atendimento Ruim,Professor
43.0,7662.0,250.0,Centro-Oeste,Masculino,Basico,Cobertura Ruim,Professor
55.0,7662.0,69.0,Desconhecido,Masculino,Basico,Preco Alto,Autônomo
21.0,10280.0,263.0,Nordeste,Masculino,Basico,Atendimento Ruim,Desempregado
35.0,11788.0,280.0,Sul,Masculino,Nao especificado,Cobertura Ruim,Desempregado
50.0,6878.0,263.0,Nordeste,Desconhecido,Basico,Preco Alto,Professor
43.0,1904.0,231.0,Nordeste,Masculino,Basico,Cobertura Ruim,Desempregado
46.0,7662.0,287.0,Sudeste,Masculino,Premium,Atendimento Ruim,Autônomo
34.0,2408.0,366.0,Desconhecido,Desconhecido,Basico,Preco Alto,Desempregado
43.0,3117.0,263.0,Norte,Masculino,Intermediario,Cobertura Ruim,Professor
36.0,7819.0,159.0,Norte,Masculino,Premium,Cobertura Ruim,Professor
31.0,5636.0,163.0,Sudeste,Feminino,Basico,Cobertura Ruim,Autônomo
44.0,7213.0,263.0,Sudeste,Masculino,Nao especificado,Preco Alto,Desempregado
43.0,7662.0,178.0,Sudeste,Masculino,Nao especificado,Atendimento Ruim,Professor
58.0,3349.0,263.0,Desconhecido,Feminino,Intermediario,Preco Alto,Professor
18.0,17289.0,366.0,Nordeste,Masculino,Intermediario,Preco Alto,Autônomo
57.0,7662.0,263.0,Sudeste,Desconhecido,Intermediario,Preco Alto,Professor
43.0,1600.0,408.0,Sudeste,Feminino,Intermediario,Atendimento Ruim,Autônomo
61.0,10577.0,263.0,Desconhecido,Feminino,Basico,Preco Alto,Professor
43.0,7193.0,301.0,Centro-Oeste,Desconhecido,Basico,Preco Alto,Autônomo
23.0,12433.0,282.0,Sudeste,Feminino,Premium,Preco Alto,Desempregado
31.0,7662.0,158.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Professor
53.0,18449.0,199.0,Norte,Masculino,Basico,Atendimento Ruim,Professor
64.0,19959.0,202.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Professor
